,PLACA,FECHAPASO,HORAPASO,ZONA
1396,MNS963,31/1/2018 00:00:00,30/12/1899 11:59:22,Guayabal
1397,MNS963,31/1/2018 00:00:00,30/12/1899 12:27:49,Aeroparque Juan Pablo II
1398,KIX871,31/1/2018 00:00:00,30/12/1899 12:31:57,Mediterraneo
1399,MNP616,31/1/2018 00:00:00,30/12/1899 12:53:31,Zoologico Santa Fe
1400,DFS076,31/1/2018 00:00:00,30/12/1899 13:20:17,Mall Campestre 
1401,FBP847,31/1/2018 00:00:00,30/12/1899 13:33:05,Servientrega - D
1402,FBP290,31/1/2018 00:00:00,30/12/1899 13:41:22,Mediterraneo
1403,DFY102,31/1/2018 00:00:00,30/12/1899 13:48:56,Tugo II
1404,DFY102,31/1/2018 00:00:00,30/12/1899 13:52:17,Servientrega - D
1405,FGW001,31/1/2018 00:00:00,30/12/1899 13:56:51,Carrefour Apolo - Puente 4 Sur
1406,MNS963,31/1/2018 00:00:00,30/12/1899 14:06:48,Premium Plaza
1407,MNS963,31/1/2018 00:00:00,30/12/1899 14:12:36,Zoologico Santa Fe
1408,KHG517,31/1/2018 00:00:00,30/12/1899 14:34:12,Servientrega - D
1409,MNP616,31/1/2018 00:00:00,30/12/1899 14:35:27,Aeroparque Juan Pablo II
1410,ELM925,31/1/2018 00:00:00,30/12/1899 14:38:27,exito del Poblado
1411,KHS186,31/1/2018 00:00:00,30/12/1899 14:41:29,Sauces
1412,FGW001,31/1/2018 00:00:00,30/12/1899 14:44:28,Tugo II
1413,KBT964,31/1/2018 00:00:00,30/12/1899 14:44:31,Tugo II
1414,EKV119,31/1/2018 00:00:00,30/12/1899 14:58:22,La Mota
1415,KHS186,31/1/2018 00:00:00,30/12/1899 15:02:01,Mall Campestre 
1416,KHG517,31/1/2018 00:00:00,30/12/1899 15:05:06,Sauces
1417,EKV319,31/1/2018 00:00:00,30/12/1899 15:09:35,Sauces
1418,MNM244,31/1/2018 00:00:00,30/12/1899 15:28:22,Parque Juanes
1419,MNM244,31/1/2018 00:00:00,30/12/1899 15:30:48,Cementerio Universal
1420,MNL789,31/1/2018 00:00:00,30/12/1899 15:36:56,Almendros
1421,EKW374,31/1/2018 00:00:00,30/12/1899 15:50:00,Carrefour Apolo - Puente 4 Sur
1422,DFY102,31/1/2018 00:00:00,30/12/1899 15:53:10,Palo x Huevo 
1423,MNQ682,31/1/2018 00:00:00,30/12/1899 15:59:13,Las Palmas
1424,HEX969,31/1/2018 00:00:00,30/12/1899 16:01:25,Sauces
1425,MNQ682,31/1/2018 00:00:00,30/12/1899 16:05:42,Mondongos
1426,KHG517,31/1/2018 00:00:00,30/12/1899 16:33:30,Fabrica de Licores
1427,AUS273,31/1/2018 00:00:00,30/12/1899 16:34:44,Tugo II
1428,AUS273,31/1/2018 00:00:00,30/12/1899 16:40:43,Servientrega - D
1429,FBP290,31/1/2018 00:00:00,30/12/1899 17:00:10,Mediterraneo
1430,DFW940,31/1/2018 00:00:00,30/12/1899 17:01:30,exito del Poblado
1431,BRK342,31/1/2018 00:00:00,30/12/1899 17:05:42,Barrio Antioquia
1432,MOP747,31/1/2018 00:00:00,30/12/1899 17:06:51,Servientrega - D
1433,DFW940,31/1/2018 00:00:00,30/12/1899 17:08:08,Mondongos
1434,ITX936,31/1/2018 00:00:00,30/12/1899 17:10:21,Campos de Paz
1435,MFV743,31/1/2018 00:00:00,30/12/1899 17:17:00,Sauces
1436,KAP313,31/1/2018 00:00:00,30/12/1899 17:19:49,Las Palmas
1437,HEX969,31/1/2018 00:00:00,30/12/1899 17:24:52,Servientrega - D
1438,KIX871,31/1/2018 00:00:00,30/12/1899 17:25:11,Sauces
1439,KAP313,31/1/2018 00:00:00,30/12/1899 17:26:09,Chuscalito las Palmas
1440,EKV119,31/1/2018 00:00:00,30/12/1899 17:32:58,Guayabal
1441,MNT201,31/1/2018 00:00:00,30/12/1899 17:35:01,10 Hotel
1442,DFW940,31/1/2018 00:00:00,30/12/1899 17:39:01,10 Hotel
1443,DFW940,31/1/2018 00:00:00,30/12/1899 17:43:35,Servientrega - D
1444,FGU225,31/1/2018 00:00:00,30/12/1899 17:48:16,Transversal Superior
1445,AUS273,31/1/2018 00:00:00,30/12/1899 17:51:13,Premium Plaza
1446,MSO352,31/1/2018 00:00:00,30/12/1899 17:56:12,Fabrica de Licores
1447,FGT684,31/1/2018 00:00:00,30/12/1899 17:58:38,Las Palmas
1448,AUS273,31/1/2018 00:00:00,30/12/1899 18:00:34,Carrefour Apolo - Puente 4 Sur
1449,MST604,31/1/2018 00:00:00,30/12/1899 18:10:22,Mediterraneo
1450,KIX871,31/1/2018 00:00:00,30/12/1899 18:13:42,Las Palmas
1451,FBX643,31/1/2018 00:00:00,30/12/1899 19:02:00,Transversal Superior
1452,DHY119,31/1/2018 00:00:00,30/12/1899 19:14:26,exito del Poblado
1453,DHY119,31/1/2018 00:00:00,30/12/1899 19:20:15,Mondongos
1454,DHY119,31/1/2018 00:00:00,30/12/1899 19:30:58,10 Hotel
1455,MMQ780,31/1/2018 00:00:00,30/12/1899 19:42:57,Sauces
1456,FHK060,31/1/2018 00:00:00,30/12/1899 19:45:52,Barrio Antioquia
1457,MIX544,31/1/2018 00:00:00,30/12/1899 20:23:31,Parque Juanes
1458,MIX544,31/1/2018 00:00:00,30/12/1899 20:26:55,Cementerio Universal
1459,MOP747,31/1/2018 00:00:00,30/12/1899 20:50:25,Las Palmas
1460,MNS161,31/1/2018 00:00:00,30/12/1899 21:33:05,Almendros
1461,KHG517,31/1/2018 00:00:00,30/12/1899 21:38:44,Transversal Superior
1462,FAM813,31/1/2018 00:00:00,30/12/1899 21:45:34,Tugo II
1463,LJA075,31/1/2018 00:00:00,30/12/1899 21:52:02,exito de la 70
1464,EKR425,31/1/2018 00:00:00,30/12/1899 22:04:21,Servientrega - D
1465,MSR546,31/1/2018 00:00:00,30/12/1899 22:13:08,Servientrega - D
1466,MSR546,31/1/2018 00:00:00,30/12/1899 22:30:51,Chuscalito las Palmas
1467,EKU521,31/1/2018 00:00:00,30/12/1899 22:54:37,Servientrega - R
1468,FGT684,31/1/2018 00:00:00,30/12/1899 23:03:59,10 Hotel
1469,MFV743,4/2/2018 00:00:00,30/12/1899 00:08:15,Servientrega - D
1470,HEZ600,4/2/2018 00:00:00,30/12/1899 00:12:54,Servientrega - R
1471,KHG517,4/2/2018 00:00:00,30/12/1899 00:19:32,exito del Poblado
1472,KIX871,4/2/2018 00:00:00,30/12/1899 00:37:44,La Mota
1473,KIX871,4/2/2018 00:00:00,30/12/1899 00:43:07,Fabrica de Licores
1474,KHG517,4/2/2018 00:00:00,30/12/1899 00:48:56,Premium Plaza
1475,MOL508,4/2/2018 00:00:00,30/12/1899 00:50:21,Fatima
1476,KHG517,4/2/2018 00:00:00,30/12/1899 00:53:23,Zoologico Santa Fe
1477,KHG517,4/2/2018 00:00:00,30/12/1899 00:55:59,Cristo Rey N-S
1478,MOQ250,4/2/2018 00:00:00,30/12/1899 01:57:59,Tugo II
1479,MST604,4/2/2018 00:00:00,30/12/1899 04:16:32,Bodegas Olaya
1480,DFW940,4/2/2018 00:00:00,30/12/1899 07:02:51,exito del Poblado
1481,DFW940,4/2/2018 00:00:00,30/12/1899 07:05:30,Mondongos
1482,DFW940,4/2/2018 00:00:00,30/12/1899 07:15:54,Las Palmas
1483,MOX553,4/2/2018 00:00:00,30/12/1899 07:18:10,Mall Campestre 
1484,MFV141,4/2/2018 00:00:00,30/12/1899 07:22:40,Tugo II
1485,MFV141,4/2/2018 00:00:00,30/12/1899 07:30:49,Zoologico Santa Fe
1486,MFV141,4/2/2018 00:00:00,30/12/1899 07:33:56,Carrefour Apolo - Puente 4 Sur
1487,EKK801,4/2/2018 00:00:00,30/12/1899 08:04:08,Mediterraneo
1488,MNP119,4/2/2018 00:00:00,30/12/1899 08:57:09,La Mota
1489,MNP119,4/2/2018 00:00:00,30/12/1899 09:09:47,Fabrica de Licores
1490,EKK801,4/2/2018 00:00:00,30/12/1899 09:12:31,Don Quijote
1491,MMV913,4/2/2018 00:00:00,30/12/1899 09:21:28,CAI Minorista 
1492,FAM813,4/2/2018 00:00:00,30/12/1899 10:10:13,Bodegas Olaya
1493,MOL508,4/2/2018 00:00:00,30/12/1899 10:50:08,La Mota
1494,FGW001,4/2/2018 00:00:00,30/12/1899 11:08:14,Tugo II
1495,FGW001,4/2/2018 00:00:00,30/12/1899 11:10:36,Servientrega - R
1496,MNU565,4/2/2018 00:00:00,30/12/1899 11:27:39,exito de la 70
1497,EWX390,4/2/2018 00:00:00,30/12/1899 11:32:55,Don Quijote
1498,EWX390,4/2/2018 00:00:00,30/12/1899 11:40:31,La Mota
1499,FCK823,4/2/2018 00:00:00,30/12/1899 11:55:52,Transversal Superior
1500,FCV756,4/2/2018 00:00:00,30/12/1899 11:58:34,Transversal Superior
1501,FAV822,4/2/2018 00:00:00,30/12/1899 12:12:38,Tugo II
1502,MNP616,4/2/2018 00:00:00,30/12/1899 12:16:31,Cristo Rey S-N
1503,ABT037,4/2/2018 00:00:00,30/12/1899 12:17:34,Tugo II
1504,MNP616,4/2/2018 00:00:00,30/12/1899 12:18:49,Bodegas Olaya
1505,KBT236,4/2/2018 00:00:00,30/12/1899 12:24:23,Cristo Rey N-S
1506,DFY102,4/2/2018 00:00:00,30/12/1899 12:30:17,Palos Verdes
1507,KBT236,4/2/2018 00:00:00,30/12/1899 12:30:20,Guayabal
1508,MNN689,4/2/2018 00:00:00,30/12/1899 12:42:40,Campos de Paz
1509,MFV141,4/2/2018 00:00:00,30/12/1899 12:59:12,Bomba Esso - Las Vegas
1510,MVV979,4/2/2018 00:00:00,30/12/1899 13:11:15,Campos de Paz
1511,CXA324,4/2/2018 00:00:00,30/12/1899 13:14:11,Palos Verdes
1512,KIW930,4/2/2018 00:00:00,30/12/1899 13:34:55,Sauces
1513,KBT236,4/2/2018 00:00:00,30/12/1899 13:44:42,Cristo Rey S-N
1514,KBT236,4/2/2018 00:00:00,30/12/1899 13:53:45,Servientrega - D
1515,DFW940,4/2/2018 00:00:00,30/12/1899 14:07:46,Las Palmas
1516,MNS161,4/2/2018 00:00:00,30/12/1899 14:11:32,Fabrica de Licores
1517,MNP119,4/2/2018 00:00:00,30/12/1899 14:12:56,Campos de Paz
1518,RID923,4/2/2018 00:00:00,30/12/1899 14:28:00,exito del Poblado
1519,MVV979,4/2/2018 00:00:00,30/12/1899 14:29:40,exito de la 70
1520,FGS797,4/2/2018 00:00:00,30/12/1899 14:36:34,Campos de Paz
1521,FAU466,4/2/2018 00:00:00,30/12/1899 14:37:13,Servientrega - D
1522,ABT037,4/2/2018 00:00:00,30/12/1899 14:46:48,Carrefour Apolo - Puente 4 Sur
1523,DFW940,4/2/2018 00:00:00,30/12/1899 14:56:36,10 Hotel
1524,DFW940,4/2/2018 00:00:00,30/12/1899 14:59:42,Servientrega - D
1525,FGW001,4/2/2018 00:00:00,30/12/1899 15:03:43,Las Palmas
1526,EKV119,4/2/2018 00:00:00,30/12/1899 15:05:46,Don Quijote
1527,RAV695,4/2/2018 00:00:00,30/12/1899 15:12:58,Bomba Esso - Las Vegas
1528,DHY119,4/2/2018 00:00:00,30/12/1899 15:13:24,Aeroparque Juan Pablo II
1529,MMT015,4/2/2018 00:00:00,30/12/1899 15:46:40,Transversal Superior
1530,ITX936,4/2/2018 00:00:00,30/12/1899 15:47:20,Mediterraneo
1531,MNQ682,4/2/2018 00:00:00,30/12/1899 15:48:52,Las Palmas
1532,FGS797,4/2/2018 00:00:00,30/12/1899 15:56:41,Fabrica de Licores
1533,MNQ682,4/2/2018 00:00:00,30/12/1899 16:01:19,Mondongos
1534,FAV822,4/2/2018 00:00:00,30/12/1899 16:21:33,Alpujarra - R
1535,KIW930,4/2/2018 00:00:00,30/12/1899 16:24:04,Chuscalito las Palmas
1536,FBP847,4/2/2018 00:00:00,30/12/1899 16:24:10,Carrefour Apolo - Puente 4 Sur
1537,FAV822,4/2/2018 00:00:00,30/12/1899 16:27:39,Carrefour Apolo - Puente 4 Sur
1538,KIW930,4/2/2018 00:00:00,30/12/1899 16:29:46,Las Palmas
1539,EKV119,4/2/2018 00:00:00,30/12/1899 16:33:55,La Mota
1540,FBP847,4/2/2018 00:00:00,30/12/1899 16:43:20,Servientrega - R
1541,FBP847,4/2/2018 00:00:00,30/12/1899 16:47:53,CAI Minorista 
1542,NAN805,4/2/2018 00:00:00,30/12/1899 16:57:12,Don Quijote
1543,MMT015,4/2/2018 00:00:00,30/12/1899 17:12:07,Servientrega - D
1544,NAN805,4/2/2018 00:00:00,30/12/1899 17:14:14,Carrefour Apolo - Puente 4 Sur
1545,MNM711,4/2/2018 00:00:00,30/12/1899 17:37:52,Servientrega - D
1546,MSR546,4/2/2018 00:00:00,30/12/1899 17:39:01,Tugo II
1547,MSR546,4/2/2018 00:00:00,30/12/1899 17:42:24,Servientrega - R
1548,MSR546,4/2/2018 00:00:00,30/12/1899 17:49:26,Las Palmas
1549,MSR546,4/2/2018 00:00:00,30/12/1899 17:54:51,Chuscalito las Palmas
1550,MFU724,4/2/2018 00:00:00,30/12/1899 17:55:10,Mall Campestre 
1551,RID923,4/2/2018 00:00:00,30/12/1899 17:56:33,Cristo Rey S-N
1552,BRR124,4/2/2018 00:00:00,30/12/1899 17:58:30,Mediterraneo
1553,RID923,4/2/2018 00:00:00,30/12/1899 17:58:36,Bodegas Olaya
1554,KMS578,4/2/2018 00:00:00,30/12/1899 18:06:16,Servientrega - D
1555,HEZ600,4/2/2018 00:00:00,30/12/1899 18:12:28,exito del Poblado
1556,KGV004,4/2/2018 00:00:00,30/12/1899 18:28:46,Transversal Superior
1557,MNN689,4/2/2018 00:00:00,30/12/1899 18:31:05,La Mota
1558,MNN689,4/2/2018 00:00:00,30/12/1899 18:41:03,Fabrica de Licores
1559,RAV695,4/2/2018 00:00:00,30/12/1899 18:59:31,Bomba Esso - Las Vegas
1560,FCK823,4/2/2018 00:00:00,30/12/1899 19:03:36,Mall Campestre 
1561,MNX897,4/2/2018 00:00:00,30/12/1899 19:06:22,Parque Juanes
1562,ITX936,4/2/2018 00:00:00,30/12/1899 19:06:45,Cementerio Universal
1563,MNX897,4/2/2018 00:00:00,30/12/1899 19:09:02,Cementerio Universal
1564,MNP616,4/2/2018 00:00:00,30/12/1899 19:45:34,Campos de Paz
1565,DHY119,4/2/2018 00:00:00,30/12/1899 19:58:52,Premium Plaza
1566,DHY119,4/2/2018 00:00:00,30/12/1899 20:02:51,Fatima
1567,KBV558,4/2/2018 00:00:00,30/12/1899 20:15:32,Carrefour Apolo - Puente 4 Sur
1568,MNN689,4/2/2018 00:00:00,30/12/1899 20:16:25,Campos de Paz
1569,KKK374,4/2/2018 00:00:00,30/12/1899 20:21:30,Mediterraneo
1570,FAU466,4/2/2018 00:00:00,30/12/1899 20:32:30,Almendros
1571,KIX871,4/2/2018 00:00:00,30/12/1899 20:32:42,Mall Campestre 
1572,FBX643,4/2/2018 00:00:00,30/12/1899 20:38:39,Chuscalito las Palmas
1573,HFK128,4/2/2018 00:00:00,30/12/1899 20:40:03,Alpujarra - R
1574,MNN689,4/2/2018 00:00:00,30/12/1899 21:05:55,Fabrica de Licores
1575,KGV004,4/2/2018 00:00:00,30/12/1899 21:35:13,Mall Campestre 
1576,FAV822,4/2/2018 00:00:00,30/12/1899 22:26:36,Tugo II
1577,FAM813,4/2/2018 00:00:00,30/12/1899 22:52:23,La Iguana
